question_text,expected_answer,bloom_label,complexity_score,technology
What is generator function in JavaScript?,"Generator functions (function*) can pause and resume execution using yield keyword. They return iterator objects with next() method. Generators enable lazy evaluation, infinite sequences, and custom iteration patterns. They're useful for async flow control.",APPLY,4.4,javascript
What is the difference between sync and async iterators?,"Sync iterators use Symbol.iterator and return {value, done} objects. Async iterators use Symbol.asyncIterator and return promises that resolve to {value, done}. Async iterators work with for-await-of loops for processing asynchronous data streams.",APPLY,5.0,javascript
What is error handling in JavaScript?,"Error handling uses try-catch-finally blocks to handle exceptions. try contains code that might throw errors, catch handles errors, finally executes regardless. Custom errors can be thrown using throw statement. Promises use .catch() for error handling.",APPLY,4.0,javascript
What is the difference between throw and return?,"throw creates an exception and stops normal execution, can be caught by try-catch. return terminates function execution and provides a value to the caller. throw is for error conditions, return is for normal function completion.",CREATE,5.7,javascript
What is recursion in JavaScript?,"Recursion is when a function calls itself to solve a problem by breaking it into smaller subproblems. It needs a base case to stop recursion and avoid stack overflow. Common uses include tree traversal, factorial calculation, and divide-and-conquer algorithms.",APPLY,4.2,javascript
What is the call stack in JavaScript?,"Call stack is a LIFO (Last In, First Out) data structure that tracks function calls. When a function is called, it's pushed to the stack; when it returns, it's popped. Stack overflow occurs when too many functions are called without returning (infinite recursion).",REMEMBER,2.6,javascript
What is setTimeout() and setInterval()?,setTimeout() executes a function once after a specified delay. setInterval() repeatedly executes a function at specified intervals. Both return IDs that can be used with clearTimeout() and clearInterval() to cancel execution. They're asynchronous and non-blocking.,APPLY,5.2,javascript
What is web storage in JavaScript?,"Web storage provides localStorage (persistent) and sessionStorage (session-only) for client-side data storage. Both store key-value pairs as strings. localStorage persists until explicitly cleared, sessionStorage clears when tab closes. Larger capacity than cookies.",REMEMBER,4.4,javascript
What is the difference between cookies and web storage?,"Cookies are sent with every HTTP request, have 4KB limit, and support expiration. Web storage (localStorage/sessionStorage) is client-side only, has larger capacity (~5-10MB), and doesn't automatically expire. Cookies are for server communication, web storage for client-side data.",REMEMBER,4.0,javascript
What is AJAX in JavaScript?,"AJAX (Asynchronous JavaScript and XML) enables asynchronous web requests without page reload. Modern implementations use fetch() API or XMLHttpRequest. It allows dynamic content updates, better user experience, and building single-page applications (SPAs).",APPLY,4.8,javascript
What is the fetch() API?,"fetch() is a modern Promise-based API for making HTTP requests. It returns a Promise that resolves to Response object. It's more powerful and flexible than XMLHttpRequest, supports request/response interceptors, and handles various data types including JSON.",APPLY,4.2,javascript
What is CORS (Cross-Origin Resource Sharing)?,CORS is a security mechanism that allows or restricts web pages to access resources from different domains. Same-origin policy blocks cross-origin requests by default. CORS headers like Access-Control-Allow-Origin enable controlled cross-origin access.,REMEMBER,3.2,javascript
What is the difference between GET and POST requests?,"GET requests retrieve data, parameters in URL, cacheable, idempotent. POST requests send data in request body, not cached, can modify server state. GET has URL length limits, POST has larger data capacity. GET is for data retrieval, POST for data submission.",REMEMBER,3.2,javascript
